letter,unit-0,unit-1,unit-2,unit-3,unit-4,unit-5,unit-6,unit-7,unit-8,unit-9,unit-10,unit-11,unit-12,unit-13,unit-14,unit-15,unit-16,unit-17,unit-18,unit-19,unit-20,unit-21,unit-22,unit-23,unit-24,unit-25,unit-26,unit-27
COUNSELLING,0.351124209,0.323352597,0.37914507,0.389537335,0.311450504,0.277862589,0.2233779,0.246891584,0.269377324,0.231339627,0.218839577,1.207628306,0.82007129,0.183641566,1.631120495,0.025092306,0.82007129,0.20113013,1.618040315,0.07759367,0.826381095,0.213376829,1.564060491,0.192431156,0.831862914,0.20510178,1.426735345,0.859480147
COUNSELLING,0.35287824,0.330966691,0.37684364,0.391483258,0.317294305,0.279250644,0.208141141,0.234028792,0.259401905,0.219571052,0.211456453,1.205792195,0.789059733,0.182936652,1.602511939,0.033950305,0.789059733,0.197057044,1.596959054,0.073791267,0.809767479,0.215828348,1.540652103,0.177533893,0.808957208,0.211925835,1.419781326,0.84455612
COUNSELLING,0.350777357,0.34318676,0.39989745,0.410662505,0.331019892,0.280879692,0.21984828,0.249813956,0.269780234,0.227046521,0.207037703,1.194872905,0.813701084,0.190235732,1.618582032,0.032333857,0.813701084,0.206454223,1.607338713,0.068296718,0.82756795,0.22419496,1.55339768,0.170741795,0.822401388,0.214572263,1.423946893,0.834173983
COUNSELLING,0.351286243,0.343684634,0.409981523,0.425096864,0.337468138,0.278332622,0.215913276,0.25122196,0.269124723,0.228966584,0.210331221,1.202791446,0.784215372,0.178263955,1.585920225,0.017961617,0.784215372,0.204990761,1.590085019,0.072405591,0.799897158,0.215632929,1.538341947,0.164865725,0.804271373,0.203311695,1.426394391,0.836758832
COUNSELLING,0.350013094,0.349500338,0.417275977,0.4302543,0.325407934,0.279557506,0.221673561,0.248059583,0.257596216,0.229794854,0.203292679,1.197265602,0.712021302,0.197727404,1.565624367,0.056464743,0.712021302,0.217407592,1.556740741,0.094694252,0.747198391,0.225594137,1.504999903,0.190333092,0.775080152,0.203782188,1.39778753,0.843977927
COUNSELLING,0.349493075,0.339058085,0.404120843,0.412679645,0.325320554,0.275973287,0.212711619,0.24072027,0.268483274,0.230668628,0.200976334,1.188224158,0.793646121,0.169299794,1.578815893,0.019707351,0.793646121,0.201169487,1.574332431,0.075815693,0.80467795,0.215162399,1.525977735,0.189231621,0.817035491,0.202995281,1.39526096,0.852169188
COUNSELLING,0.34624726,0.335909182,0.410475419,0.41329818,0.320222733,0.26784641,0.19882244,0.224741854,0.246501848,0.224741854,0.204493418,1.180180423,0.711312708,0.17386518,1.532690574,0.0470208,0.711312708,0.196217034,1.524310928,0.093431595,0.740407081,0.20523771,1.487235874,0.164746432,0.783166392,0.197282649,1.381682257,0.827103488
COUNSELLING,0.351117489,0.341925921,0.398444488,0.41824794,0.330351068,0.273498899,0.203156357,0.241185785,0.25026687,0.221136687,0.20455971,1.193832692,0.674670322,0.183629697,1.531693951,0.041430774,0.674670322,0.20455971,1.524992684,0.093461883,0.701038943,0.216869423,1.484136953,0.179107917,0.74095605,0.205304243,1.397772761,0.82233099
COUNSELLING,0.348163656,0.33878529,0.405365328,0.419361167,0.323261839,0.274226855,0.205010669,0.233107427,0.248707207,0.221725273,0.205010669,1.188280516,0.736161331,0.178728449,1.55137259,0.0361086,0.736161331,0.2024697,1.549195814,0.080503459,0.761510338,0.221292469,1.505954486,0.180011206,0.78567631,0.207612903,1.4100179,0.853991618
COUNSELLING,0.342381869,0.338797811,0.407496123,0.421565531,0.324961059,0.273055295,0.203533978,0.237045693,0.254012558,0.227961999,0.195373737,1.175098474,0.719129918,0.17717016,1.535600906,0.036298404,0.719129918,0.200464487,1.533201626,0.087151748,0.744338575,0.212749961,1.486123895,0.174414624,0.77013123,0.200947186,1.397883639,0.841336625
COUNSELLING,0.348237231,0.36063072,0.423826587,0.430118771,0.334976536,0.274699578,0.210520639,0.24456279,0.263402186,0.238061618,0.204472101,1.193138401,0.751722082,0.190160766,1.571965339,0.031933177,0.751722082,0.215674005,1.558685828,0.087899938,0.764192563,0.229761886,1.514930724,0.183335205,0.794167269,0.214214265,1.403174366,0.848485613
COUNSELLING,0.357023776,0.35850373,0.431893215,0.434473596,0.332803438,0.274699578,0.204759618,0.24456279,0.261534327,0.234492774,0.201963146,1.184825816,0.734463077,0.178237043,1.557225724,0.028007249,0.734463077,0.212928785,1.553039219,0.087899938,0.751982906,0.22212415,1.499604476,0.170131072,0.770504826,0.206571263,1.400362461,0.825928983
COUNSELLING,0.352275237,0.359672756,0.430655373,0.432598631,0.336356078,0.27722564,0.217266599,0.242549817,0.266828193,0.233869877,0.19602813,1.187146207,0.713737661,0.185706204,1.562904846,0.041899278,0.713737661,0.212363169,1.555360792,0.081437558,0.738637779,0.227356943,1.503659433,0.19402779,0.752659494,0.207625848,1.394028428,0.820531983
COUNSELLING,0.359305338,0.361169106,0.432915783,0.434905195,0.337103811,0.277350098,0.217849208,0.250531758,0.270557963,0.240531415,0.180902951,1.174706252,0.660757751,0.18561339,1.54194503,0.053282795,0.660757751,0.208214206,1.539828666,0.093116224,0.697533403,0.216347086,1.491146582,0.186232447,0.724989003,0.198304728,1.385297272,0.788270038
COUNSELLING,0.36389595,0.348300618,0.416588485,0.424264069,0.332199447,0.282378002,0.217265973,0.251151196,0.267571947,0.23446078,0.187508599,1.180866855,0.683276512,0.187908404,1.568929081,0.041092035,0.683276512,0.213696142,1.560836356,0.085977439,0.70604466,0.222976622,1.505512074,0.172499558,0.717772247,0.208001299,1.398806782,0.764625992
COUNSELLING,0.354298613,0.371684427,0.441680558,0.440811108,0.349117334,0.276998746,0.223323528,0.255830499,0.278173499,0.239006743,0.198300924,1.185946119,0.691526689,0.186331849,1.579743056,0.025538022,0.691526689,0.213576631,1.559689888,0.08263667,0.688496528,0.230175791,1.496934129,0.179729287,0.686655252,0.208945939,1.395163792,0.748409398
COUNSELLING,0.367586053,0.379353425,0.444012683,0.451588475,0.341715478,0.278017544,0.216867728,0.255773729,0.276627448,0.239586511,0.206393565,1.206781787,0.599279959,0.191773768,1.547811647,0.03975639,0.599279959,0.218726249,1.547649747,0.080715765,0.627836662,0.236020072,1.499125934,0.186370603,0.644770195,0.207232378,1.393148783,0.712402518
COUNSELLING,0.372517282,0.36824214,0.441728211,0.451256402,0.348108815,0.282861598,0.21575193,0.253556488,0.27353542,0.234805734,0.205331658,1.215229519,0.54860306,0.188574398,1.524207855,0.039551841,0.54860306,0.221166216,1.524545757,0.074380446,0.577900724,0.240584456,1.475621267,0.160719698,0.589956253,0.210832587,1.383694144,0.651515548
COUNSELLING,0.378088375,0.386163785,0.452870412,0.462478335,0.355532116,0.285962146,0.224360228,0.267132348,0.274397736,0.24189863,0.228533541,1.26094055,0.439162875,0.18528302,1.506271044,0.036214298,0.439162875,0.228533541,1.518081315,0.094598578,0.472748177,0.236496446,1.494522303,0.183924852,0.530278943,0.208313242,1.429068656,0.642589986
COUNSELLING,0.378598135,0.383306429,0.458499502,0.46596816,0.361076287,0.289514607,0.229879848,0.268213131,0.279481542,0.239011142,0.229039334,1.264438311,0.39304464,0.193431182,1.49480618,0.057259833,0.39304464,0.224016117,1.502951131,0.090429171,0.441090959,0.239736274,1.468210228,0.18683787,0.487134379,0.198839449,1.410499272,0.613226131
COUNSELLING,0.426635336,0.365176006,0.394563065,0.41993033,0.371647073,0.358693695,0.234082294,0.263010072,0.284970001,0.260987999,0.320825394,1.486588292,0.731594461,0.234243898,1.737482396,0.055704619,0.731594461,0.253634744,1.756048246,0.123030922,0.785906664,0.246061845,1.71196545,0.176153473,0.861436127,0.247594955,1.586693514,0.916766139
COUNSELLING,0.374309509,0.368181643,0.430191606,0.445247172,0.343995862,0.277790416,0.222664133,0.259022715,0.270412966,0.228822643,0.246596007,1.281237711,0.344415497,0.191635284,1.484704573,0.06009177,0.344415497,0.203958231,1.480320234,0.079038383,0.387813122,0.22500336,1.441025205,0.172076642,0.422953865,0.193136856,1.3768492,0.539689671
COUNSELLING,0.382610757,0.370053057,0.429655704,0.443066496,0.353520755,0.293300998,0.237051608,0.262406747,0.273701138,0.224821222,0.245844173,1.290741802,0.316198576,0.200608268,1.513266666,0.052269872,0.316198576,0.210925508,1.507326272,0.075159052,0.347676164,0.235958839,1.474677025,0.184501984,0.378926128,0.200516225,1.418319447,0.503889249
COUNSELLING,0.38461108,0.366684529,0.42956338,0.44525722,0.350931989,0.290949385,0.238525666,0.275470863,0.281234196,0.231782926,0.237585351,1.287575075,0.354317603,0.208479405,1.521864721,0.039110388,0.354317603,0.221326063,1.519816375,0.074307227,0.38046618,0.24225043,1.482386767,0.170368772,0.406079747,0.201934385,1.421804008,0.513436822
COUNSELLING,0.381417044,0.550087484,0.664012922,0.615016504,0.389258184,0.300700465,0.344414441,0.383173387,0.374906733,0.265099093,0.288933457,1.301899308,0.478966733,0.296200953,1.780351328,0.149604073,0.478966733,0.308416698,1.785372777,0.13792814,0.506227998,0.264676624,1.648973528,0.394966087,0.369494804,0.227870135,1.287985943,0.033452488
COUNSELLING,0.357192115,0.507062194,0.632455532,0.613075908,0.428006606,0.280470664,0.305481531,0.34397524,0.35018468,0.246090115,0.274254475,1.306894846,0.359897016,0.24913644,1.662077014,0.146805055,0.359897016,0.282003302,1.659481639,0.10380685,0.359897016,0.24913644,1.556410548,0.341459848,0.256384006,0.210192851,1.25335756,0.105862631
COUNSELLING,0.309707665,0.53857428,0.6541755,0.605104716,0.431896366,0.273745488,0.315972464,0.333025759,0.313039942,0.237677643,0.250431953,1.232299159,0.455793035,0.268644193,1.687958684,0.09603627,0.455793035,0.249047066,1.655128766,0.152604021,0.431896366,0.215814676,1.503358779,0.28810881,0.279991436,0.164247293,1.234542424,0.030369335
COUNSELLING,0.363959321,0.507384308,0.634230385,0.587317283,0.407662988,0.298405135,0.317722777,0.347857829,0.333627084,0.234739197,0.306062468,1.381415743,0.298405135,0.283636451,1.679263249,0.093895679,0.298405135,0.285186388,1.647996225,0.165985678,0.273750593,0.241678795,1.484695267,0.356927105,0.108082043,0.179387443,1.149311492,0.248867835
COUNSELLING,0.331520226,0.559016994,0.670468718,0.597360547,0.434372243,0.292194043,0.332230881,0.325779182,0.27343034,0.219884189,0.257436565,1.25,0.476326351,0.260623346,1.723382479,0.131213494,0.476326351,0.242821466,1.674024639,0.230872014,0.451674035,0.171700705,1.44392024,0.166115441,0.251879726,0.166115441,1.355718148,0.108593061
COUNSELLING,0.330566736,0.506081521,0.636819329,0.574616941,0.368930777,0.264144723,0.31356891,0.332186377,0.311508194,0.231670247,0.241648837,1.277761702,0.398041578,0.270171613,1.670919149,0.098289362,0.398041578,0.272545055,1.626978434,0.221726703,0.375563124,0.208245652,1.406679154,0.301705471,0.167059791,0.216335855,1.150447483,0.139002148
COUNSELLING,0.343238059,0.521479819,0.658346262,0.60994071,0.41193815,0.297343767,0.303103988,0.312583754,0.305943432,0.246462214,0.260532562,1.309283755,0.343238059,0.249513145,1.649915823,0.117621624,0.343238059,0.261774185,1.646768377,0.107037294,0.343238059,0.239342665,1.543853831,0.310153861,0.237073963,0.197257461,1.291245591,0.135552224
COUNSELLING,0.32496409,0.535270514,0.63784518,0.583308634,0.381360308,0.289512396,0.317210351,0.315899559,0.276687579,0.214127584,0.273292511,1.256105421,0.389967548,0.245287536,1.643041406,0.101850105,0.389967548,0.247812002,1.628200646,0.161039157,0.396300318,0.20773427,1.46925617,0.264418253,0.238424984,0.180478847,1.244073086,0.032207831
COUNSELLING,0.32877179,0.535826268,0.652518521,0.622539753,0.439357047,0.277261737,0.300420884,0.320927198,0.303235193,0.244280508,0.2304123,1.215127276,0.422855224,0.257814787,1.635310617,0.10608979,0.422855224,0.259456936,1.661271085,0.088641382,0.466549349,0.237223982,1.573903229,0.274954387,0.37832549,0.19551132,1.350223942,0.13824738
COUNSELLING,0.318626494,0.523944431,0.64390938,0.603879169,0.399237853,0.245982955,0.293759113,0.302275633,0.272234596,0.248855247,0.198471315,1.168799115,0.459529665,0.242658708,1.626681091,0.114882416,0.459529665,0.225302955,1.567499868,0.21374115,0.401267029,0.178544596,1.353768945,0.229764832,0.190110841,0.204020503,1.25346221,0.172176276
COUNSELLING,0.342615155,0.486198925,0.599703091,0.549143323,0.35679429,0.30178582,0.313302198,0.312007556,0.253292426,0.220851877,0.2932831,1.394832456,0.243515373,0.262320379,1.637572408,0.091092894,0.243515373,0.233328996,1.564959863,0.207138346,0.173070652,0.191395561,1.36757785,0.269925443,0.040238109,0.178255279,1.120633151,0.306444311
COUNSELLING,0.355074057,0.534378466,0.651589568,0.613075908,0.446490144,0.324302966,0.334767032,0.34397524,0.314176537,0.256384006,0.292507,1.39495705,0.309685603,0.259724655,1.703950784,0.089298029,0.309685603,0.282003302,1.717870073,0.12105855,0.328266082,0.25,1.600175098,0.244332306,0.2076137,0.2039481,1.400892573,0.102763538
COUNSELLING,0.364146124,0.478109987,0.585651069,0.542180278,0.389402436,0.332055197,0.279265542,0.285492555,0.224668192,0.223282763,0.304768339,1.452958405,0.195628687,0.244086028,1.617293796,0.122043014,0.195628687,0.224668192,1.525673275,0.30204105,0.077454325,0.148081092,1.223900045,0.160805791,0.231917409,0.18021731,1.168118765,0.347876114
COUNSELLING,0.385235006,0.3604179,0.430982244,0.444006543,0.352969915,0.292197296,0.242815415,0.272469536,0.284509053,0.228189297,0.25257922,1.31508986,0.340929688,0.200494076,1.523301366,0.051364667,0.340929688,0.216741585,1.527769098,0.078926472,0.382274921,0.238782793,1.484313977,0.174711194,0.410292641,0.205904061,1.426596552,0.53149264
COUNSELLING,0.380023053,0.368872744,0.436882969,0.448212771,0.349890144,0.294718973,0.239368539,0.268716878,0.280858755,0.22689607,0.250405077,1.322681904,0.355439688,0.204788892,1.545060976,0.066042433,0.355439688,0.215087923,1.538060167,0.079607612,0.4,0.234888088,1.494818637,0.173661839,0.429742332,0.201855327,1.427528577,0.543537822
COUNSELLING,0.376502564,0.359804876,0.419309619,0.43854666,0.346648802,0.300511231,0.232712112,0.266433601,0.278519791,0.22802642,0.248085354,1.321647659,0.386856398,0.195451217,1.544597253,0.034218669,0.386856398,0.213866684,1.548666534,0.079563006,0.41532007,0.232712112,1.492170401,0.166101595,0.428118155,0.199985363,1.430088634,0.538502551
COUNSELLING,0.380733377,0.367073222,0.427317869,0.447548148,0.353573234,0.29060757,0.230345249,0.263671991,0.281981496,0.229857401,0.259523922,1.336499204,0.402099262,0.19764753,1.551558557,0.043253987,0.402099262,0.216269935,1.55745589,0.067564888,0.439448587,0.238014865,1.513469305,0.148833946,0.457143692,0.208787313,1.456831268,0.554225203
COUNSELLING,0.418654144,0.340415824,0.369860928,0.39338496,0.351349164,0.357196877,0.235741011,0.26564806,0.290708916,0.258623071,0.313040063,1.474478712,0.660881398,0.220608706,1.699952608,0.022937801,0.660881398,0.253486053,1.706131465,0.137865535,0.683001673,0.237409011,1.643717925,0.213333881,0.761192923,0.239614949,1.536169213,0.887858843
COUNSELLING,0.378238077,0.349603511,0.408197813,0.416592184,0.329043242,0.282360222,0.210048196,0.244332415,0.253903782,0.222541875,0.235947751,1.274281975,0.560860297,0.185774037,1.585918197,0.053159725,0.560860297,0.193595576,1.579490311,0.08775381,0.596035272,0.218052096,1.503454874,0.162224286,0.584907982,0.200497456,1.406197834,0.650691109
COUNSELLING,0.371134165,0.33549175,0.385820014,0.406471652,0.326305639,0.283892116,0.198129234,0.229865581,0.237594303,0.208550629,0.241869097,1.274874099,0.55054403,0.165136915,1.574489625,0.041676798,0.55054403,0.179258685,1.583948614,0.106744685,0.587184519,0.186104519,1.521345837,0.188975671,0.616844765,0.188331173,1.431608616,0.714146248
COUNSELLING,0.372027347,0.349894792,0.40659596,0.414777435,0.32708494,0.28797261,0.199010995,0.232632361,0.240638271,0.216640452,0.253795889,1.301010913,0.575759001,0.173485522,1.610137761,0.050731002,0.575759001,0.186876406,1.621155623,0.114223016,0.620231307,0.198741393,1.55411857,0.188779473,0.652446398,0.198741393,1.442256695,0.728372271
COUNSELLING,0.377392776,0.345292215,0.397531929,0.405584913,0.332271302,0.285194103,0.205546979,0.225368279,0.238993202,0.209778526,0.251672787,1.288969016,0.546501897,0.166109202,1.5937598,0.054659836,0.546501897,0.17943477,1.602480503,0.118573833,0.592454013,0.184648053,1.545763528,0.214172704,0.639254839,0.19356974,1.445689308,0.750699732
COUNSELLING,0.379439593,0.345660211,0.398048921,0.415227399,0.331860712,0.291178514,0.203942653,0.23222444,0.229374952,0.206626794,0.248779459,1.289088446,0.591472762,0.167051339,1.61245155,0.042994886,0.591472762,0.179761662,1.62999349,0.121607903,0.632258772,0.187220582,1.549858657,0.209021556,0.653275267,0.184927999,1.451588732,0.760563714
COUNSELLING,0.378452036,0.352068642,0.402717367,0.405299617,0.330996987,0.286065189,0.211759528,0.228777965,0.236829024,0.206089012,0.252301357,1.295611074,0.5956901,0.166934632,1.630117574,0.043293358,0.5956901,0.179293802,1.618545926,0.121291397,0.618724462,0.185212034,1.539991581,0.207712795,0.644041462,0.188992261,1.413650806,0.727481066
COUNSELLING,0.380515246,0.367035456,0.414020841,0.43114417,0.346348264,0.287553741,0.214033305,0.248849416,0.249781037,0.212020408,0.253614218,1.298657241,0.619208922,0.180919376,1.660145661,0.016907615,0.619208922,0.198709433,1.643662335,0.126100657,0.610374251,0.208793637,1.531842939,0.209562363,0.585483374,0.196630541,1.427780225,0.694036467
COUNSELLING,0.371502158,0.339637783,0.399536785,0.413535814,0.330232599,0.267126317,0.196385593,0.232201732,0.232426479,0.209257034,0.242108919,1.253266816,0.566998236,0.165300655,1.583970665,0.072016644,0.566998236,0.184411087,1.611821085,0.132582265,0.633923299,0.192084658,1.509665796,0.192084658,0.633236566,0.186569112,1.397949299,0.710434014
COUNSELLING,0.371004504,0.354550652,0.415116736,0.423589379,0.33364112,0.282679361,0.200372721,0.232468429,0.245767151,0.219820822,0.244607865,1.283772753,0.533476916,0.173783619,1.588788665,0.054955206,0.533476916,0.189434929,1.596785721,0.102898136,0.578927648,0.199928927,1.530874881,0.192227733,0.59978678,0.194889403,1.4278901,0.688070569
COUNSELLING,0.383289012,0.365912755,0.423688454,0.437512915,0.34288902,0.292958177,0.204177134,0.242459152,0.255638876,0.223017189,0.263004613,1.311634189,0.434279597,0.188891095,1.543403161,0.047565149,0.434279597,0.207063173,1.54727927,0.085478533,0.473776382,0.231903845,1.495759652,0.203266844,0.501203951,0.20426794,1.428409286,0.642353297
COUNSELLING,0.435781622,0.365185829,0.402291344,0.401167766,0.357463365,0.358723859,0.239168303,0.282145482,0.282145482,0.259097895,0.311982029,1.533994493,0.728796851,0.239339811,1.771636282,0.118116806,0.728796851,0.275523153,1.838738752,0.191102883,0.846824186,0.259572579,1.760786559,0.222825516,0.954483191,0.259097895,1.618953192,1.045222831
COUNSELLING,0.438447943,0.362880242,0.375595645,0.4027631,0.367335412,0.389321415,0.243510979,0.274215399,0.294119822,0.267804105,0.330797502,1.588731111,0.575147654,0.228472384,1.760944126,0.091405133,0.575147654,0.246228483,1.778096346,0.150169344,0.66299048,0.239839749,1.743517171,0.249953785,0.779781476,0.25810342,1.673651415,0.973626337
COUNSELLING,0.428211209,0.353126777,0.364302416,0.387958375,0.364302416,0.365374422,0.228359014,0.253519648,0.281192392,0.262860965,0.302306282,1.477334572,0.614875462,0.225197188,1.701734373,0.079516825,0.614875462,0.237592163,1.697112353,0.148871863,0.680733968,0.240861934,1.668838079,0.236354337,0.795209239,0.24647968,1.568587077,0.946244365
COUNSELLING,0.384857196,0.357317143,0.410205699,0.423703606,0.336934864,0.291686979,0.210243314,0.241784799,0.265454933,0.22723293,0.245306123,1.299633681,0.4150122,0.19100741,1.53747773,0.056709863,0.4150122,0.206123862,1.520581215,0.078624952,0.446133609,0.224623243,1.467569741,0.15553627,0.465228306,0.198079036,1.395518491,0.558975044
COUNSELLING,0.474861534,0.313518331,0.353162835,0.359360795,0.325661691,0.364445251,0.223269899,0.272406718,0.26632073,0.245399286,0.28816281,1.601479744,0.724886212,0.231653691,1.752825946,0.099849334,0.724886212,0.243208177,1.804644393,0.173523499,0.824272138,0.243208177,1.723045535,0.202030509,0.928057866,0.254763911,1.575744552,1.00749948
COUNSELLING,0.443728999,0.321235987,0.350966489,0.361550763,0.356121502,0.375951951,0.213013051,0.24266515,0.277463372,0.24690136,0.314414073,1.528841213,0.518935078,0.208088091,1.668193117,0.103362279,0.518935078,0.23085301,1.716542557,0.146176337,0.622247584,0.233155502,1.683194818,0.207483182,0.735382096,0.255654996,1.590017249,0.872027739
COUNSELLING,0.447632512,0.387344422,0.424398686,0.446834237,0.415364501,0.387459618,0.280892137,0.322460418,0.338660865,0.281843779,0.33800135,1.564083899,0.625316771,0.261302863,1.804928,0.040082029,0.625316771,0.292870173,1.815135304,0.179252285,0.663542902,0.284836337,1.788984103,0.245814662,0.80303112,0.280892137,1.694884885,0.964285478
COUNSELLING,0.421958864,0.364251254,0.408738376,0.430174906,0.388064075,0.369118136,0.236952765,0.28168521,0.296986489,0.270497796,0.311426962,1.464921473,0.544662543,0.215565603,1.678231094,0.058582801,0.544662543,0.233303751,1.6924854,0.146808078,0.600409406,0.248545774,1.664184667,0.231976056,0.710858294,0.260017898,1.580064041,0.869002346
COUNSELLING,0.376794012,0.363950579,0.429099932,0.445705559,0.343946569,0.282304023,0.223078432,0.255854641,0.273281122,0.229943985,0.256782559,1.304355356,0.386856398,0.197777545,1.537676176,0.055769608,0.386856398,0.216840147,1.542179002,0.091538938,0.43135378,0.229943985,1.481835323,0.171093347,0.451780399,0.206467212,1.420306668,0.56622593
COUNSELLING,0.376070248,0.360623186,0.425551814,0.438552924,0.340449995,0.290051992,0.223749022,0.255034742,0.261023115,0.223830252,0.25187896,1.303484904,0.398552188,0.192666872,1.544939726,0.047093297,0.398552188,0.210348522,1.548688687,0.091245597,0.435808563,0.232044727,1.489220798,0.182491194,0.455749591,0.200435809,1.42428109,0.57686728
COUNSELLING,0.489178368,0.495347317,0.498403159,0.510592327,0.439818862,0.441197608,0.342371643,0.410350446,0.401182582,0.31415633,0.382187671,1.866644252,0.839359726,0.298289485,2.07438355,0.136103424,0.839359726,0.374765844,2.203784394,0.179414305,0.939887763,0.363870946,2.189961361,0.269121458,1.083935648,0.331786064,2.05175223,1.22014919
COUNSELLING,0.460686151,0.403380302,0.405461384,0.427028999,0.380658782,0.412492535,0.254294025,0.3153616,0.322182207,0.243875752,0.354914597,1.752740675,0.856845562,0.244163172,1.847799736,0.118436535,0.856845562,0.26615301,1.884332342,0.195330537,0.975071527,0.272661379,1.883736717,0.28841181,1.153768822,0.251241831,1.755419638,1.340218116
COUNSELLING,0.524596447,0.308924261,0.334524877,0.335593649,0.24122932,0.404540036,0.21451367,0.229045741,0.220685024,0.18200121,0.330486199,1.770594385,1.071232024,0.175999512,1.684624237,0.187811216,1.071232024,0.165513768,1.686058479,0.222704143,1.252535477,0.161683179,1.575210833,0.335593649,1.40398461,0.137765776,1.294918102,1.512585223
COUNSELLING,0.529766474,0.304615723,0.344602809,0.332161889,0.238762523,0.400403235,0.19910341,0.213555693,0.215599335,0.148074231,0.327106668,1.771205498,1.043266765,0.176699158,1.670760335,0.225150752,1.043266765,0.151006679,1.655520232,0.25475654,1.257149349,0.142643989,1.552733245,0.3617378,1.450099646,0.118459385,1.260980538,1.578779645
COUNSELLING,0.565642629,0.342061769,0.397693572,0.371737031,0.257233462,0.433609209,0.241456812,0.259186667,0.251683859,0.193186336,0.358476142,1.899481258,1.167787678,0.199353403,1.770866832,0.193186336,1.167787678,0.217269352,1.81802776,0.261896684,1.360929206,0.190557828,1.659543652,0.406721815,1.513105948,0.133994059,1.330573433,1.665671144
COUNSELLING,0.544003058,0.316502454,0.339620488,0.302723718,0.215162342,0.390477585,0.202683841,0.215162342,0.229379483,0.165331461,0.338455406,1.751553945,1.071396594,0.190217379,1.685400585,0.165331461,1.071396594,0.183020772,1.647426737,0.241460244,1.21636287,0.17997384,1.502197264,0.432887252,1.363879571,0.129415229,1.15342271,1.542211662
COUNSELLING,0.518601119,0.314161791,0.350964241,0.325687724,0.238331983,0.385887888,0.200423215,0.21876506,0.203915847,0.154943641,0.313161273,1.718727667,1.072457345,0.163324938,1.66559409,0.150838443,1.072457345,0.152390852,1.666771271,0.233005456,1.216872337,0.134914005,1.534426325,0.325687724,1.358701349,0.095398608,1.255460379,1.453122298
COUNSELLING,0.52477638,0.333461785,0.374819286,0.347332427,0.249879524,0.412046395,0.208695163,0.255975042,0.228951038,0.171713278,0.316562769,1.766915058,1.124800575,0.194845903,1.721895991,0.180468545,1.124800575,0.185211592,1.777788484,0.267029367,1.305221735,0.17559743,1.661809586,0.391910885,1.485459816,0.119419163,1.333341363,1.583118204
COUNSELLING,0.535406369,0.341099761,0.386585495,0.388913565,0.302778839,0.439978116,0.227056522,0.264594086,0.228816676,0.184124157,0.322975137,1.8129701,1.078652155,0.198792746,1.748763713,0.161487568,1.078652155,0.214331084,1.832559637,0.230563394,1.235548356,0.177466852,1.657177937,0.381361127,1.322970428,0.121838145,1.348203604,1.473265602
COUNSELLING,0.530175417,0.336605359,0.376936928,0.363492361,0.269069118,0.42543563,0.23028607,0.245502532,0.232242657,0.179491489,0.3531372,1.798591707,1.072317235,0.215255294,1.754219219,0.153392998,1.072317235,0.215675305,1.779114631,0.219006395,1.224264485,0.187384957,1.628757403,0.379091555,1.331280471,0.162558726,1.311625705,1.466488403
COUNSELLING,0.526543571,0.466612676,0.513913601,0.48182638,0.338616553,0.423784012,0.305409445,0.311672765,0.299875436,0.233720125,0.289380897,1.720258365,1.027827201,0.242910294,1.981946344,0.122248116,1.027827201,0.238629601,2.015720234,0.231504718,1.14611473,0.215359697,1.878079795,0.37335916,1.241928332,0.173628538,1.549326391,1.287863792
COUNSELLING,0.370462591,0.359996289,0.431157973,0.437820476,0.340553946,0.281619788,0.219650695,0.250440325,0.262027438,0.218379803,0.245576943,1.29037144,0.353651787,0.192646404,1.482814274,0.057471947,0.353651787,0.207486527,1.475751929,0.081277607,0.395042577,0.224744964,1.443331747,0.162555214,0.441366323,0.195039618,1.390528094,0.558508472
COUNSELLING,0.370925439,0.356102281,0.422248722,0.430598514,0.346069212,0.290100699,0.216071693,0.248759298,0.265422969,0.224626287,0.235792,1.287602731,0.341360568,0.18149334,1.468026845,0.035982563,0.341360568,0.21017528,1.462985815,0.070359754,0.367055346,0.227657363,1.436879606,0.156114278,0.408590168,0.197470678,1.39841331,0.528257132
COUNSELLING,0.460426327,0.412563834,0.446565987,0.473308549,0.400889849,0.359498812,0.255180564,0.29496391,0.316127651,0.287510985,0.30624621,1.502853696,0.588162139,0.230016652,1.750928383,0.074275616,0.588162139,0.261655149,1.749765808,0.153344435,0.649611512,0.281631444,1.73043136,0.283711114,0.769900433,0.26525962,1.650611524,0.974301242
NIL 3,0.329604411,0.376720973,0.385743074,0.394872942,0.268698363,0.228839195,0.307019998,0.268698363,0.322764613,0.18662517,0.248944226,0.713258877,1.222516403,0.269504402,1.874551673,1.031031897,1.222516403,0.262751167,0.84969883,0.239038315,0.232599716,0.28449435,0.717028518,0.220565146,0.352500101,0.232599716,0.724808285,0.563406489
NIL 3,0.324773911,0.396957685,0.420716661,0.421201717,0.284254147,0.218720177,0.313996838,0.292747248,0.331617621,0.204950117,0.243700158,0.739589475,1.247715373,0.275922539,1.92024941,1.091197657,1.247715373,0.275922539,0.840357963,0.227864634,0.198147891,0.283432007,0.717528705,0.247382894,0.33616054,0.236902399,0.671887073,0.563871538
